Country Code,Country Name,Year,"Adolescent fertility rate (births per 1,000 women ages 15-19)","Child employment in agriculture, male (% of male economically active children ages 7-14)","Child employment in manufacturing, female (% of female economically active children ages 7-14)","Child employment in manufacturing, male (% of male economically active children ages 7-14)","Child employment in services, female (% of female economically active children ages 7-14)","Child employment in services, male (% of male economically active children ages 7-14)","Children in employment, female (% of female children ages 7-14)","Children in employment, male (% of male children ages 7-14)","Children in employment, study and work, female (% of female children in employment, ages 7-14)","Children in employment, study and work, male (% of male children in employment, ages 7-14)","Children in employment, work only, female (% of female children in employment, ages 7-14)","Children in employment, work only, male (% of male children in employment, ages 7-14)","Contraceptive prevalence, any methods (% of women ages 15-49)","Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)","Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","Employment in industry, male (% of male employment) (modeled ILO estimate)","Employment in services, female (% of female employment) (modeled ILO estimate)","Employment in services, male (% of male employment) (modeled ILO estimate)","Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Employment to population ratio, 15+, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",Female headed households (% of households with a female head),"Fertility rate, total (births per woman)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Mortality rate, adult, female (per 1,000 female adults)","Mortality rate, adult, male (per 1,000 male adults)","Part time employment, female (% of total female employment)","Part time employment, male (% of total male employment)","Self-employed, female (% of female employment) (modeled ILO estimate)","Self-employed, male (% of male employment) (modeled ILO estimate)","Survival to age 65, female (% of cohort)","Survival to age 65, male (% of cohort)",Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),"Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",Wanted fertility rate (births per woman)
GHA,Ghana,2008,73.3528,0,0,0,0,0,0,0,0,0,0,0,23.5,15.41399956,9.842000008,4.210999966,5.864999771,40.11500168,47.40800095,16.80400085,46.11199951,35.7879982,69.93000031,75.05200195,48.33000183,50.75899887,33.7,4.35,73.5019989,78.29199982,60.987,59.267,244.879,281.813,0,0,88.72799683,74.46499634,60.94394,56.02277,13.3,4.861000061,4.138000011,9.762999535,8.234000206,84.51699638,68.60099888,11.27200031,25.53499985,3.5
GMB,"Gambia, The",1991,158.3904,0,0,0,0,0,0,0,0,0,0,0,0,25.9090004,16.95700073,1.43900001,1.720999956,43.75299835,27.95000076,22.97299957,51.96300125,49.07600021,39.24200058,65.17199707,30.36800003,41.06900024,0,6.094,45.01100159,69.88899994,53.832,51.332,291.695,347.078,0,0,83.49199677,70.02899933,51.02136,44.84165,0,12.81700039,6.748000145,17.09799957,9.12100029,82.0530014,68.30800247,16.50799942,29.97100067,0
LBR,Liberia,1969,219.6168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.655,0,0,40.619,36.921,426.63,498.517,0,0,0,0,32.60586,25.95891,0,0,0,0,0,0,0,0,0,0
MDG,Madagascar,1987,149.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27,0,0,51.066,48.874,331.361,378.823,0,0,0,0,46.00266,41.32949,0,0,0,0,0,0,0,0,0,0
MOZ,Mozambique,1977,163.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.585,0,0,43.569,40.412,398.779,459.791,0,0,0,0,36.21151,30.47231,0,0,0,0,0,0,0,0,0,0
SDN,Sudan,1991,106.7422,0,0,0,0,0,0,0,0,0,0,0,0,31.07500076,12.66499996,1.478000045,4.073999882,52.34500122,64.52999878,13.63099957,13.73799992,21.84199905,18.0529995,69.02200317,12.47599983,38.50899887,0,6.091,24.22599983,76.35700226,57.235,54.189,270.327,325.199,0,0,56.01100159,55.72800064,55.35406,49.03427,0,25.4810009,9.605999947,42.09700012,21.01099968,54.53300095,51.65399838,43.98899841,44.27199936,0
SEN,Senegal,2005,96.424,85.15,2.25,6.46,28.53,6.67,12.6,24.4,0,0,0,0,11.8,17.33200073,6.06799984,1.273000002,3.213999987,42.06900024,39.9090004,23.05599976,51.74499893,37.03499985,30.02899933,64.70500183,20.93400002,48.90100098,23.1,5.161,34.18099976,69.76100159,61.995,59.028,209.91,265.637,0,0,48.83300018,49.33000183,64.21107,56.98924,18.9,12.14599991,7.247000217,18.36599922,10.76900005,47.56100082,46.11600018,51.16699982,50.66999817,4.5
SSF,Sub-Saharan Africa,1960,153.4776257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.636322348,0,0,41.80977954,38.98988745,420.9617567,480.0854479,0,0,0,0,33.78903924,28.46183757,0,0,0,0,0,0,0,0,0,0
SSF,Sub-Saharan Africa,2003,124.3731801,0,0,0,0,0,0,0,0,0,0,0,0,30.26245243,15.40340081,1.570667768,2.921006738,66.49817181,63.78534704,11.53621708,25.66381516,24.67870232,55.36688223,69.8551712,41.76087798,47.59403611,0,5.621883099,61.27607916,75.07854253,53.20863594,50.44570937,371.6976727,424.5012669,0,0,82.63097592,72.32009978,46.81129222,40.72658467,0,9.643362391,6.95707561,17.85376089,14.07617932,81.06024309,69.39919124,17.36902462,27.67990003,0
TCD,Chad,1998,215.092,0,0,0,0,0,0,0,0,0,0,0,0,48.26300049,13.98499966,0.086999997,0.27700001,91.58699799,82.54199982,8.128000259,3.52699995,9.329000473,60.26399994,76.74299622,51.79700089,53.25299835,0,7.405,64.58999634,80.54599762,48.744,46.431,378.765,423.118,0,0,99.00700378,90.55999756,42.20969,37.48408,0,6.698999882,4.722000122,11.02099991,9.289999962,98.92000198,90.28299618,0.992999971,9.43999958,0
TGO,Togo,1978,143.0422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27,0,0,52.97,49.537,279.535,346.084,0,0,0,0,50.99797,43.44092,0,0,0,0,0,0,0,0,0,0
BEN,Benin,1965,88.9568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.544,0,0,40.375,38.861,426.176,453.154,0,0,0,0,32.347,29.45351,0,0,0,0,0,0,0,0,0,0
BFA,Burkina Faso,1963,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.377,0,0,36.986,34.826,446.67,524.746,0,0,0,0,28.55505,23.15145,0,0,0,0,0,0,0,0,0,0
COM,Comoros,1991,110.3294,0,0,0,0,0,0,0,0,0,0,0,0,16.23999977,11.00399971,4.893000126,5.486999989,64.72599793,51.80400085,15.46100044,22.37599945,32.73500061,29.92200089,51.89300156,16.96199989,20.44099999,0,6.291,31.4810009,54.41799927,58.753,55.614,268.117,321.964,0,0,88.10099793,65.67500305,56.52358,49.55332,0,4.953000069,4.638000011,8.498000145,11.2840004,83.20700264,60.18699837,11.89900017,34.32500076,0
COM,Comoros,1992,108.201,0,0,0,0,0,0,0,0,0,0,0,0,16.51300049,11.35000038,3.013000011,4.125999928,63.56100082,51.18399811,16.82999992,22.94300079,31.98600006,29.98200035,51.70600128,16.88400078,20.35300064,0,6.171,31.56200028,54.20000076,59.202,56.073,262.869,316.177,0,0,86.43399811,65.53700256,57.2979,50.33423,0,5.005000114,4.600999832,8.675999641,11.28100014,83.42199707,61.41100121,13.56599999,34.46300125,0
COM,Comoros,2016,67.17,0,0,0,0,0,0,0,0,0,0,0,0,19.14299965,9.63599968,4.603000164,5.605999947,61.93000031,50.50400162,16.65500069,24.65099907,32.8409996,34.10100174,48.04700089,12.8579998,11.65999985,0,4.347,35.76200104,50.11999893,65.444,62.018,199.353,250.154,0,0,82.28399658,59.72399902,67.0795,59.64504,0,4.643000126,4.137000084,8.600000381,11.29300022,77.68099785,54.11900139,17.7159996,40.27600098,0
DJI,Djibouti,2013,21.1378,0,0,0,0,0,0,0,0,0,0,0,0,22.94799995,5.842999935,1.264000058,3.309000015,29.15800095,34.12799835,22.58200073,33.60400009,43.32600021,45.18600082,65.90799713,35.69400024,37.54100037,0,3.055,48.49700165,69.68699646,63.321,60.112,233.057,279.325,0,0,42.04999924,43.2519989,63.52271,57.40152,0,6.828000069,5.421999931,12.10000038,10.87100029,40.78499985,39.94400168,57.95000076,56.7480011,0
GIN,Guinea,1991,180.5078,0,0,0,0,0,0,0,0,0,0,0,0,48.14899826,27.75799942,1.067000031,1.625,74.91300201,67.36000061,9,23.31299973,23.63999939,60.78499985,64.70500183,49.60400009,39.58300018,0,6.57,62.95100021,68.50099945,51.416,49.681,260.881,295.968,0,0,97.2480011,88.06400299,50.19593,46.04464,0,3.440000057,5.540999889,4.577000141,6.734000206,96.18199921,86.43999863,2.752000093,11.93599987,0
GNB,Guinea-Bissau,1988,133.3378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.693,0,0,50.531,46.243,294.661,371.352,0,0,0,0,47.78413,39.25302,0,0,0,0,0,0,0,0,0,0
LBR,Liberia,1961,226.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.429,0,0,37.471,32.737,468.962,560.041,0,0,0,0,27.88557,20.28291,0,0,0,0,0,0,0,0,0,0
LBR,Liberia,1970,217.7912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.695,0,0,41.165,37.528,419.256,490.482,0,0,0,0,33.41836,26.75478,0,0,0,0,0,0,0,0,0,0
MRT,Mauritania,2010,87.108,0,0,0,0,0,0,0,0,0,0,0,0,19.9449997,8.312999725,1.827000022,4.723999977,85.37000275,73.78700256,9.18999958,10.70899963,17.02400017,26.38599968,63.09500122,18.38699913,38.61600113,0,4.983,30.36300087,69.2480011,63.469,60.506,189.2,234.8,0,0,52.20700073,47.53300095,66.55842,59.8669,0,13.09899998,8.88599968,22.5529995,15.63899994,50.37999916,42.80799866,47.79299927,52.46699905,0
RWA,Rwanda,1993,57.5046,0,0,0,0,0,0,0,0,0,0,0,0,39.45999908,36.9449997,0.152999997,0.135000005,93.73100281,82.99700165,4.909999847,5.559000015,12.09399986,86.35800171,90.35299683,82.93499756,84.78199768,0,6.505,86.64600372,90.80200195,29.284,26.021,583.059,647.936,0,0,96.79299927,88.625,18.20302,14.05256,0,0.333000004,0.495000005,0.47299999,0.610000014,96.63999939,88.48999786,3.207000017,11.375,0
TGO,Togo,1997,96.979,0,0,0,0,0,0,0,0,0,0,0,0,23.26600075,24.48500061,0.661000013,1.358999968,38.35599899,46.41400147,15.95499992,42.89500046,37.63100052,79.20600128,80.27999878,70.30599976,66.29499817,0,5.588,80.4940033,82.09200287,54.751,53.226,311.404,344.219,0,0,89.88700104,78.06099701,50.55957,46.37853,0,1.600999951,2.207000017,2.184000015,3.35800004,89.22699928,76.70299912,10.11299992,21.93899918,0
TZA,Tanzania,2006,130.7478,89.01,0.54,0.8,19.01,10.11,27.1,35,0,0,0,0,0,13.00500011,9.706000328,1.00999999,2.608999968,78.01999664,71.32900238,7.199999809,19.20499992,21.47100067,76.78299713,81.87599945,60.65399933,61.97000122,0,5.616,81.84100342,84.51100159,58.61,55.814,353.655,402.087,33.04999924,26,93.89199829,84.69599915,53.04217,47.26406,0,6.179999828,3.118000031,10.06599999,7.357999802,92.88299847,82.08699703,6.107999802,15.3039999,0
BDI,Burundi,1961,46.3864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.999,0,0,43.164,40.004,404.56,465.763,0,0,0,0,35.50017,29.78506,0,0,0,0,0,0,0,0,0,0
BDI,Burundi,1982,48.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.423,0,0,49.72,46.243,339.18,399.394,0,0,0,0,44.46814,38.04604,0,0,0,0,0,0,0,0,0,0
BDI,Burundi,1991,49.038,0,0,0,0,0,0,0,0,0,0,0,0,8.034999847,3.851000071,0.312000006,0.939999998,96.43399811,86.48000336,4.165999889,2.874000072,9.354000092,89.30899811,87.98699951,81.67099762,74.55400085,0,7.473,90.34500122,89.95200348,49.477,46.13,343.905,402.043,0,0,98.02600098,90.375,43.82957,37.70862,0,1.146999955,2.184000015,1.863999963,4.140999794,97.71500015,89.4349997,1.973999977,9.625,0
COM,Comoros,1962,122.551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.897,0,0,43.781,40.768,424.976,490.1,0,0,0,0,34.87789,28.69326,0,0,0,0,0,0,0,0,0,0
GHA,Ghana,2016,67.644,0,0,0,0,0,0,0,0,0,0,0,30.6,30.3409996,16.22800064,6.502999783,7.607999802,37.4469986,44.95700073,17.61300087,52.17699814,37.43000031,72.77300263,77.31900024,49.31499863,52.79399872,31.4,3.984,74.59700012,78.96099854,63.743,61.708,221.279,261.074,0,0,82.8710022,63.72100067,64.98822,59.44423,17.8,2.444999933,2.078999996,5.123000145,4.353000164,76.36800003,56.11299896,17.12899971,36.27899933,0
GIN,Guinea,1982,179.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.581,0,0,43.963,41.558,359.95,418.324,0,0,0,0,38.61813,33.14301,0,0,0,0,0,0,0,0,0,0
LSO,Lesotho,1977,80.627,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.706,0,0,53.526,50.231,321.318,381.261,0,0,0,0,48.79854,41.69956,0,0,0,0,0,0,0,0,0,0
MLI,Mali,1978,192.0494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.152,0,0,39.05,37.262,400.591,455.854,0,0,0,0,32.39538,28.03596,0,0,0,0,0,0,0,0,0,0
ZAF,South Africa,1963,63.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.986,0,0,55.395,51.176,302.52,372.505,0,0,0,0,51.48667,42.83436,0,0,0,0,0,0,0,0,0,0
ZMB,Zambia,1990,155.1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.442,73.83300018,85.83399963,47.437,42.733,478.172,589.843,0,0,0,0,36.19156,26.70344,0,0,0,0,0,0,0,0,0,0
ZMB,Zambia,1993,149.4638,0,0,0,0,0,0,0,0,0,0,0,0,56.63299942,23.52899933,0.214000002,0.586000025,78.51999664,63.92300034,11.72399998,17.91900063,24.35400009,58.3409996,69.5530014,40.12900162,45.16199875,0,6.278,73.68599701,85.53600311,45.845,41.425,528.051,635.259,0,0,92.11299896,75.09100342,32.65775,23.6482,0,20.82500076,18.68600082,38.8199997,36.15999985,91.89899826,74.50500107,7.887000084,24.9090004,0
CAF,Central African Republic,2013,111.7444,0,0,0,0,0,0,0,0,0,0,0,0,2.476000071,2.510999918,3.687000036,6.092999935,90.55000305,81.69100189,9.673999786,2.99000001,8.633999825,59.31900024,75.68900299,45.1609993,49.72100067,0,5.067,63.65000153,80.40100098,51.49,48.182,426.381,451.884,0,0,83.65599823,64.03399658,42.25614,37.51537,0,6.803999901,5.861000061,11.69200039,10.8760004,79.96899629,57.94100022,16.34399986,35.9659996,0
CIV,Cote d'Ivoire,1961,229.1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.72,0,0,38.61,36.566,426.953,476.879,0,0,0,0,30.96319,26.88379,0,0,0,0,0,0,0,0,0,0
CIV,Cote d'Ivoire,2010,137.0392,0,0,0,0,0,0,0,0,0,0,0,0,27.4449997,13.84599972,0.648000002,1.674999952,44.99000168,52.34500122,7.876999855,52.37599945,39.77799988,46.23600006,70.47100067,31.89900017,45.17399979,0,5.269,48.16600037,72.27300263,51.555,49.399,403.948,436.395,0,0,92.125,74.35900116,42.68946,38.80211,0,4.006999969,2.493999958,5.84100008,3.266000032,91.47599793,72.68400097,7.875,25.64100075,0
CMR,Cameroon,2004,142.7004,0,0,0,0,0,0,0,0,0,0,0,26,3.227999926,1.43900001,3.11500001,4.229000092,68.11100006,61.94900131,11.47299957,24.30599976,26.57900047,66.73799896,77.30999756,49.37200165,57.09299851,24,5.39,70.38500214,81.61499786,53.182,51.409,382.59,406.732,0,0,83.50299835,68.64700317,46.2115,42.77439,28.4,5.181000233,5.275000095,9,9.503000259,80.38800359,64.41700065,16.49699974,31.35300064,4.5
ETH,Ethiopia,1960,115.9074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88,0,0,39.909,36.974,438.492,499.054,0,0,0,0,31.35982,26.09936,0,0,0,0,0,0,0,0,0,0
ETH,Ethiopia,2014,69.6482,0,0,0,0,0,0,0,0,0,0,0,42,68.02700043,37.77000046,0.151999995,0.727999985,63.0019989,78.48600006,7.587999821,28.61400032,13.92599964,71.54399872,86.23699951,66.8730011,76.28700256,0,4.437,77.10900116,88.89600372,66.38,62.723,203.767,255.024,0,0,91.61100006,87.52200317,68.12528,61.23525,0,7.217000008,2.990999937,9.472999573,4.894000053,91.45899963,86.79399872,8.388999939,12.47799969,0
GAB,Gabon,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902999997,0.40200001,1.126000047,2.53399992,61.46900177,30.75799942,17.79999924,35.20299912,51.43899918,30.77899933,51.10900116,8.395000458,13.50800037,0,0,42.85499954,59.39599991,0,0,0,0,0,0,43.31399918,29.68000031,0,0,0,28.18000031,13.95199966,42.91199875,30.74699974,42.18799985,27.14599949,56.68600082,70.3199997,0
GIN,Guinea,2001,167.1008,0,0,0,0,0,0,0,0,0,0,0,0,41.41199875,25.23900032,1.059000015,1.705000043,74.84899902,67.00900269,9.305999756,23.47200012,23.68499947,60.52500153,64.18599701,49.99499893,40.20500183,0,6.015,62.70500183,67.96399689,51.229,51.217,324.282,340.942,0,0,97.4509964,87.84600067,46.95207,45.11635,0,3.476999998,5.559000015,4.592999935,6.735000134,96.39199829,86.14100075,2.549000025,12.15400028,0
GMB,"Gambia, The",1992,153.2,0,0,0,0,0,0,0,0,0,0,0,0,26.22200012,16.88400078,1.47300005,1.75,42.95600128,27.27899933,23.21999931,52.65800095,49.5,39.20899963,65.41000366,30.45100021,41.20899963,0,6.082,45.01399994,70.18099976,54.128,51.645,290.825,346.217,0,0,83.22899628,69.73000336,51.34902,45.17475,0,12.89500046,6.797999859,17.22500038,9.196000099,81.75600052,67.98000145,16.77099991,30.27000046,0
MUS,Mauritius,1991,43.0044,0,0,0,0,0,0,0,0,0,0,0,74.6,3.875999928,1.465999961,9.472999573,16.61199951,14.11699963,16.95800018,39.29899979,40.76499939,43.74300003,32.99700165,74.95200348,27.73399925,55.08499908,0,2.3,38.52899933,81.61599731,73.9,66.2,129.713,261.858,0,0,22.11700058,34.0359993,78.1724,61.01165,0,14.3579998,8.166000366,27.53700066,20.82699966,12.64300013,17.42400014,77.88300324,65.96399689,0
TCD,Chad,1976,214.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82,0,0,44.709,42.517,388.88,437.642,0,0,0,0,37.50647,33.10597,0,0,0,0,0,0,0,0,0,0
TSS,Sub-Saharan Africa (IDA & IBRD countries),1989,140.7836962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.39205203,0,0,51.67529242,48.1499956,328.620751,397.9396514,0,0,0,0,47.07245393,39.73946213,0,0,0,0,0,0,0,0,0,0
ZAF,South Africa,1998,78.2628,0,0,0,0,0,0,0,0,0,0,0,56.3,1.274000049,0.584999979,4.855000019,9.263999939,16.88800049,16.02099991,33.14599991,70.79699707,50.83300018,30.89599991,49.30699921,12.0909996,20.14999962,41.9,2.918,44.09400177,62.65499878,62.074,55.263,318.746,443.243,0,0,19.96100044,18.15299988,56.41314,40.97546,16,29.93300057,21.30500031,56.99599838,41.64300156,15.10599983,8.888999879,80.03900147,81.84700012,2.3
ZMB,Zambia,2012,98.592,0,0,0,0,0,0,0,0,0,0,0,0,52.12099838,17.125,0.233999997,0.349000007,65.61000061,47.47000122,16.0510006,30.95000076,36.47999954,64.05599976,74.89199829,47.0340004,50.31000137,0,5.242,70.02100372,80.74099731,61.153,56.847,282.884,363.124,0,0,88.64199829,70.17199707,59.34373,50.25286,0,8.520000458,7.243999958,15.99300003,14.71100044,88.40799713,69.82300186,11.3579998,29.82799912,0
ZWE,Zimbabwe,1989,109.3682,0,0,0,0,0,0,0,0,0,0,0,43.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.365,0,0,62.009,56.098,298.934,419.707,0,0,0,0,57.83432,45.59257,0,0,0,0,0,0,0,0,0,0
BEN,Benin,1966,89.4064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.588,0,0,40.959,39.255,417.682,449.164,0,0,0,0,33.21223,30.0001,0,0,0,0,0,0,0,0,0,0
BWA,Botswana,1974,156.0564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51,0,0,58.838,55.044,265.377,326.672,0,0,0,0,56.94553,48.9237,0,0,0,0,0,0,0,0,0,0
COD,"Congo, Dem. Rep.",1975,149.2322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.376,0,0,46.612,43.771,368.947,424.181,0,0,0,0,40.16257,34.76965,0,0,0,0,0,0,0,0,0,0
COD,"Congo, Dem. Rep.",1992,127.105,0,0,0,0,0,0,0,0,0,0,0,0,16.46999931,8.331999779,2.792000055,5.168000221,91.07499695,81.74099731,8.319000244,3.607000113,9.93900013,68.74500275,70.04499817,46.40399933,37.50600052,0,6.767,71.77100372,72.23200226,50.735,47.858,327.728,381.433,0,0,67.13700104,61.47600174,46.19184,40.56924,0,4.21600008,3.02699995,7.619999886,6.581999779,64.34599876,56.30900097,32.86299896,38.52399826,0
ERI,Eritrea,1984,115.2132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.665,0,0,49.296,46.157,368.954,416.121,0,0,0,0,42.67963,37.2561,0,0,0,0,0,0,0,0,0,0
GMB,"Gambia, The",2007,105.554,0,0,0,0,0,0,0,0,0,0,0,0,16.27199936,13.00699997,1.350999951,1.748000026,39.1969986,25.99200058,24.27000046,56.19400024,49.73799896,42.95999908,64.11299896,30.98399925,42.04199982,0,5.785,49.25500107,68.82900238,59.942,57.487,255.613,309.212,0,0,85.06800079,68.96399689,59.25165,52.67266,0,12.77900028,6.852000237,17.28899956,9.194000244,83.71699905,67.21500015,14.93200016,31.0359993,0
MDG,Madagascar,1968,159.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.297,0,0,44.755,42.908,396.676,429.155,0,0,0,0,36.96034,33.60271,0,0,0,0,0,0,0,0,0,0
NAM,Namibia,1963,130.9932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.199,0,0,50.86,46.655,347.636,421.261,0,0,0,0,44.96556,36.64443,0,0,0,0,0,0,0,0,0,0
NAM,Namibia,1964,131.4144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.216,0,0,51.404,47.264,342.551,414.874,0,0,0,0,45.71276,37.44668,0,0,0,0,0,0,0,0,0,0
NER,Niger,1981,226.8766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.868,0,0,40.052,38.829,375.576,415.915,0,0,0,0,34.34117,31.15565,0,0,0,0,0,0,0,0,0,0
SSA,Sub-Saharan Africa (excluding high income),1986,144.5691593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.560892613,0,0,51.38340223,48.00240836,325.5094381,392.0684887,0,0,0,0,46.86778417,39.77256567,0,0,0,0,0,0,0,0,0,0
SYC,Seychelles,1993,66.0594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,64.2,112.681,284.913,0,0,0,0,82.43501,59.64829,0,0,0,0,0,0,0,0,0,0
TZA,Tanzania,2011,124.2546,0,0,0,0,0,28.1,30.8,76.41268113,70.79942227,23.58731887,29.20057773,0,42.92300034,31.75900078,0.873000026,2.631000042,74.20200348,68.27999878,8.434000015,22.62100029,23.2859993,78.43099976,82.2009964,61.90499878,62.68999863,0,5.359,81.98000336,84.38500214,63.483,59.952,266.312,337.285,0,0,92.2559967,82.19100189,62.22156,54.1604,0,4.328999996,2.588999987,8.126000404,5.923999786,91.38199997,79.55999947,7.743999958,17.80900002,0
ZMB,Zambia,1985,166.9032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.746,0,0,50.941,46.502,385.692,486.159,0,0,0,0,43.24385,34.16064,0,0,0,0,0,0,0,0,0,0
ZMB,Zambia,1986,163.9526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.685,0,0,50.26,45.7,402.916,509.208,0,0,0,0,41.87113,32.44891,0,0,0,0,0,0,0,0,0,0
BWA,Botswana,1984,134.9124,0,0,0,0,0,0,0,0,0,0,0,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.644,0,0,64.304,60.139,214.965,279.594,0,0,0,0,64.75219,55.84442,0,0,0,0,0,0,0,0,0,0
CAF,Central African Republic,1974,173.4782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.951,0,0,47.14,43.184,362.143,429.282,0,0,0,0,41.19783,34.19501,0,0,0,0,0,0,0,0,0,0
CAF,Central African Republic,2004,122.2424,0,0,0,0,0,0,0,0,0,0,0,0,1.222000003,2.203999996,0.564999998,2.059999943,91.73200226,82.25099945,8.350000381,3.414000034,9.397999763,59.70999908,74.36000061,43.47999954,47.1269989,0,5.411,64.09200287,78.8809967,45.291,42.883,526.269,539.48,0,0,84.8809967,68.12400055,32.53957,29.36602,0,6.836999893,5.731999874,12.0369997,10.87199974,84.31600177,66.06500006,15.11900044,31.87599945,0
COD,"Congo, Dem. Rep.",1973,154.0254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.308,0,0,46.192,43.352,372.546,428.017,0,0,0,0,39.67724,34.29218,0,0,0,0,0,0,0,0,0,0
