Country Code,Country Name,Year,"Adolescent fertility rate (births per 1,000 women ages 15-19)","Child employment in agriculture, male (% of male economically active children ages 7-14)","Child employment in manufacturing, female (% of female economically active children ages 7-14)","Child employment in manufacturing, male (% of male economically active children ages 7-14)","Child employment in services, female (% of female economically active children ages 7-14)","Child employment in services, male (% of male economically active children ages 7-14)","Children in employment, female (% of female children ages 7-14)","Children in employment, male (% of male children ages 7-14)","Children in employment, study and work, female (% of female children in employment, ages 7-14)","Children in employment, study and work, male (% of male children in employment, ages 7-14)","Children in employment, work only, female (% of female children in employment, ages 7-14)","Children in employment, work only, male (% of male children in employment, ages 7-14)","Contraceptive prevalence, any methods (% of women ages 15-49)","Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)","Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","Employment in industry, male (% of male employment) (modeled ILO estimate)","Employment in services, female (% of female employment) (modeled ILO estimate)","Employment in services, male (% of male employment) (modeled ILO estimate)","Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Employment to population ratio, 15+, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",Female headed households (% of households with a female head),"Fertility rate, total (births per woman)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Mortality rate, adult, female (per 1,000 female adults)","Mortality rate, adult, male (per 1,000 male adults)","Part time employment, female (% of total female employment)","Part time employment, male (% of total male employment)","Self-employed, female (% of female employment) (modeled ILO estimate)","Self-employed, male (% of male employment) (modeled ILO estimate)","Survival to age 65, female (% of cohort)","Survival to age 65, male (% of cohort)",Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),"Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",Wanted fertility rate (births per woman)
NER,Niger,1964,210.1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.518,0,0,35.796,34.862,474.906,516.281,0,0,0,0,26.16488,23.50968,0,0,0,0,0,0,0,0,0,0
SDN,Sudan,2003,118.0844,0,0,0,0,0,0,0,0,0,0,0,0,31.04299927,11.54800034,1.796000004,4.874000072,47.97299957,59.50699997,16.31399918,16.99399948,24.18199921,19.04100037,67.36199951,12.15299988,35.35699844,0,5.268,25.30200005,74.28299713,61.48,57.76,238.04,308.336,0,0,52.54600143,50.25299835,61.47339,53.54219,0,24.74699974,9.317000389,42.43500137,21.1420002,50.74899864,45.37900162,47.45399857,49.74700165,0
SSF,Sub-Saharan Africa,1980,150.9277714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.762950278,0,0,49.87400857,46.66501792,338.4646951,401.0322754,0,0,0,0,44.70954038,38.06895395,0,0,0,0,0,0,0,0,0,0
SYC,Seychelles,1973,140.0878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.765,257.708,0,0,0,0,74.68256,61.0748,0,0,0,0,0,0,0,0,0,0
TSS,Sub-Saharan Africa (IDA & IBRD countries),1975,153.3025572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.802939775,0,0,48.14882732,45.00451003,355.0967568,416.4760752,0,0,0,0,42.32376066,35.97413298,0,0,0,0,0,0,0,0,0,0
UGA,Uganda,2012,126.648,94.36,0.88,1.3,2.69,3.61,36.3,37.1,93.92822682,92.81997766,6.071773184,7.180022344,0,19.74699974,13.4119997,2.604000092,3.969000101,71.24099731,61.5719986,10.84599972,23.90999985,27.58200073,63.45899963,73.82700348,49.10599899,55.76399994,0,5.964,66.29000092,76.02899933,60.319,56.328,284.092,368.481,47.63000107,40.61000061,86.08300018,73.98400116,58.04628,48.90413,0,4.270999908,2.897000074,5.978000164,4.718999863,83.47799873,70.01599979,13.91699982,26.01600075,0
ZAF,South Africa,2014,47.712,0,0,0,0,0,0,0,0,0,0,0,0,0.834999979,0.354999989,2.513000011,7.491000175,3.203999996,5.767000198,32.20399857,84.73999786,62.02899933,34.00899887,46.60800171,10.30599976,14.46500015,0,2.51,46.61299896,60.65499878,64.555,57.526,304.312,431.175,15.35999966,8.399999619,11.84700012,15.95100021,60.28799,44.0914,0,27.04000092,23.15800095,55.29700089,48.04499817,9.333999574,8.459999532,88.15299988,84.0490036,0
BEN,Benin,2015,90.2036,0,0,0,0,0,0,0,0,0,0,0,0,19.72299957,11.5710001,0.703000009,1.924000025,34.20100021,49.14599991,19.81500053,49.37200165,31.03899956,66.46800232,71.47200012,43.51300049,37.67599869,0,5.048,68.41300201,73.2440033,62.11,59.132,219.592,266.315,0,0,95.02400208,83.48799896,62.83819,57.01434,0,2.842000008,2.417999983,5.730999947,5.019999981,94.32099915,81.56399632,4.975999832,16.51199913,0
BFA,Burkina Faso,2015,108.7606,0,0,0,0,0,0,0,0,0,0,0,20.8,55.91999817,32.66400147,0.34799999,1.024000049,20.86199951,35.98199844,31.19000053,46.04000092,32.82699966,52.75600052,72.36100006,39.25299835,56.07699966,0,5.436,58.30599976,75.41400147,60.531,59.191,242.487,273.429,0,0,90.98400116,85.91600037,60.50189,56.27351,0,9.517999649,4.048999786,12.86100006,5.392000198,90.63499832,84.89100266,9.015999794,14.08399963,0
CIV,Cote d'Ivoire,2001,137.584,0,0,0,0,0,0,0,0,0,0,0,0,27.83699989,14.37199974,0.640999973,1.600999951,46.74499893,53.47600174,7.702000141,50.64400101,38.82300186,45.9109993,77.65000153,36.15200043,56.11100006,0,5.787,48.38800049,80.16699982,47.256,45.97,445.871,479.153,0,0,92.51599884,75.03399658,37.0021,33.65731,0,5.118999958,3.140000105,7.272999763,4.073999882,91.87500191,73.43300057,7.484000206,24.9659996,0
COD,"Congo, Dem. Rep.",1995,125.3056,0,0,0,0,0,0,0,0,0,0,0,0,20.5,9.852000237,1.894000053,4.296000004,91.22699738,82.27500153,9.024999619,2.961999893,8.699000359,68.48000336,70.5739975,46.39899826,37.64500046,0,6.779,71.54199982,72.75900269,50.539,47.663,331.526,385.434,0,0,63.36199951,63.04000092,45.61909,40.01021,0,4.28000021,3.003000021,7.782000065,6.581999779,61.46799851,58.74500179,36.63800049,36.95999908,0
ETH,Ethiopia,1972,119.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,0,0,45.008,41.976,385.71,443.828,0,0,0,0,37.91644,32.33197,0,0,0,0,0,0,0,0,0,0
GHA,Ghana,1974,139.9752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.855,0,0,51.811,49.27,314.273,369.675,0,0,0,0,47.9823,41.96567,0,0,0,0,0,0,0,0,0,0
GMB,"Gambia, The",1978,210.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.342,0,0,46.018,43.484,365.878,425.199,0,0,0,0,40.16156,34.36352,0,0,0,0,0,0,0,0,0,0
NAM,Namibia,2006,80.1648,0,0,0,0,0,0,0,0,0,0,0,0,3.54399991,2.556999922,0.441000015,1.187999964,15.39000034,28.5340004,22.63400078,74.46099854,48.83300018,39.39899826,51.38000107,13.98799992,19.8409996,0,3.635,52.50899887,64.27400208,55.626,52.261,477.303,520.807,0,0,44.13999939,30.41900063,43.79058,37.14016,0,24.96899986,20.06100082,50.56200028,39.74700165,43.69899869,29.23099971,55.86000061,69.58100128,0
SDN,Sudan,1961,147.8716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.713,0,0,50.08,47.213,334.712,388.652,0,0,0,0,45.14256,39.55775,0,0,0,0,0,0,0,0,0,0
UGA,Uganda,2009,140.6172,0,0,0,0,0,0,0,0,0,0,0,0,31.09799957,20.28300095,2.743000031,4.480000019,77.71800232,70.2990036,9.32199955,17.7140007,20.37899971,62.40200043,73.45400238,48.73799896,55.07500076,29.8,6.247,65.68699646,76.04000092,58.065,54.682,334.534,404.846,0,0,86.04699707,76.08000183,53.08864,45.38572,21.3,5.000999928,3.401000023,6.940999985,5.538000107,83.3030014,71.60000229,13.95300007,23.92000008,0
ZMB,Zambia,1999,141.8746,0,0,0,0,0,0,0,0,0,0,0,22,60.39199829,24.85400009,0.197999999,0.582000017,79.49099731,64.95500183,9.055000305,18.38899994,25.98999977,63.76800156,75.06900024,49.23199844,54.23300171,0,6.065,73.45600128,85.16999817,45.873,42.372,567.382,649.288,0,0,91.20999908,74.70500183,31.17915,23.79354,0,13.18900013,11.85999966,24.42900085,22.75499916,91.01199913,74.1230011,8.789999962,25.29500008,0
BEN,Benin,2005,111.471,0,0,0,0,0,0,0,0,0,0,0,0,22.22400093,10.45100021,0.583000004,2.140000105,39.4980011,54.87400055,14.81900024,51.73899841,30.30599976,66.80799866,75.88899994,52.27500153,50.23099899,0,5.632,67.33200073,76.61699677,58.793,55.85,245.68,295.77,0,0,96.39199829,87.99700165,58.21483,52.3889,0,0.778999984,0.949999988,1.536000013,1.235999942,95.80900002,85.85699844,3.60800004,12.00300026,0
BWA,Botswana,1986,126.3108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.239,0,0,64.745,60.413,211.85,280.584,0,0,0,0,65.37872,56.09982,0,0,0,0,0,0,0,0,0,0
CMR,Cameroon,1993,174.536,0,0,0,0,0,0,0,0,0,0,0,0,27.26399994,10.71500015,2.380000114,6.801000118,72.30699921,65.5759964,11.25899983,19.99500084,23.16500092,66.61499786,76.66500092,51.52500153,57.2120018,0,6.17,71.14600372,84.43099976,52.147,49.689,353.034,398.725,0,0,94.33899689,76.86399841,46.19079,41.29085,0,6.368999958,9.197999954,11.18000031,16.53499985,91.95899963,70.06299973,5.660999775,23.13599968,0
GHA,Ghana,2014,69.71,0,0,0,0,0,0,0,0,0,0,0,26.7,27.77700043,15.79800034,6.146999836,7.281000137,40.85400009,48.51300049,17.25200081,48.24399948,34.23500061,72.65699768,77.59799957,49.8730011,53.69900131,33.8,4.096,74.39900208,79.17199707,63.11,61.165,228.639,267.537,0,0,83.8710022,64.53299713,63.90637,58.55065,14.2,2.342000008,1.988000035,4.903999805,4.159999847,77.72399902,57.25300217,16.12899971,35.46699905,3.6
MLI,Mali,1963,198.6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.011,0,0,29.704,27.932,538.384,611.16,0,0,0,0,19.28174,15.2729,0,0,0,0,0,0,0,0,0,0
MUS,Mauritius,1982,41.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.412,0,0,71.698,64.02,139.204,270.663,0,0,0,0,76.36082,58.72099,0,0,0,0,0,0,0,0,0,0
SSF,Sub-Saharan Africa,1973,153.4055725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.791841823,0,0,47.32591006,44.24139686,363.2678119,424.0341166,0,0,0,0,41.21078637,35.0193878,0,0,0,0,0,0,0,0,0,0
SSF,Sub-Saharan Africa,1987,143.3249823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.508521591,0,0,51.52754389,48.09735925,323.7100385,391.2342077,0,0,0,0,47.19319377,39.99979023,0,0,0,0,0,0,0,0,0,0
TSS,Sub-Saharan Africa (IDA & IBRD countries),1962,153.4413156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.661221134,0,0,42.68434946,39.85493889,411.0847015,469.8999483,0,0,0,0,34.99734968,29.59318024,0,0,0,0,0,0,0,0,0,0
BEN,Benin,1968,90.4374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.671,0,0,42.21,40.008,399.013,442.137,0,0,0,0,35.15946,30.97275,0,0,0,0,0,0,0,0,0,0
GNB,Guinea-Bissau,1962,108.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.941,0,0,40.054,36.956,431.275,495.495,0,0,0,0,31.88333,26.06837,0,0,0,0,0,0,0,0,0,0
LSO,Lesotho,2011,91.1184,0,0,0,0,0,0,0,0,0,0,0,50.7,7.527999878,5.677000046,0.479999989,0.739000022,5.671999931,17.875,49.26399994,66.79100037,32.88600159,41.45299912,55.75299835,22.70800018,36.11899948,0,3.278,60.02000046,75.08999634,53.453,49.369,492.767,583.615,0,0,56.03699875,64.83300018,40.48956,30.79896,0,30.93499947,25.75099945,44.19200134,35.01300049,55.55699921,64.09399986,43.96300125,35.16699982,0
MRT,Mauritania,1986,110.6752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.206,0,0,58.557,55.997,232.086,279.32,0,0,0,0,59.02473,52.88839,0,0,0,0,0,0,0,0,0,0
NGA,Nigeria,1982,165.737,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.767,0,0,47.154,44.633,358.816,413.098,0,0,0,0,41.4107,35.81059,0,0,0,0,0,0,0,0,0,0
SEN,Senegal,1981,169.4522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,0,0,51.272,48.665,291.945,351.572,0,0,0,0,48.86256,42.49069,0,0,0,0,0,0,0,0,0,0
SSF,Sub-Saharan Africa,2011,111.0599643,0,0,0,0,0,0,0,0,0,0,0,0,31.40697407,17.03850776,1.552815609,3.158767313,58.49513505,58.12021104,12.82314255,32.72576662,29.05677858,57.2219099,69.78487554,41.00495761,46.7822087,0,5.186754685,62.34244598,74.26986585,59.17237739,56.11700805,290.6352711,346.994651,0,0,80.61754106,70.07731873,56.664779,49.77279533,0,8.213934078,6.038738323,15.94032553,12.17837831,79.06458401,66.91893869,19.38245857,29.92268134,0
TSS,Sub-Saharan Africa (IDA & IBRD countries),1977,153.1148176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.798243401,0,0,48.89166952,45.71502918,346.9812895,409.0159699,0,0,0,0,43.43245456,36.91813298,0,0,0,0,0,0,0,0,0,0
TSS,Sub-Saharan Africa (IDA & IBRD countries),2014,105.404617,0,0,0,0,0,0,0,0,0,0,0,29.79091151,31.48652501,15.98557584,1.640396039,3.229264672,57.67953135,58.1189908,13.25708198,33.50345128,28.62420092,57.7708139,69.62060355,40.89869247,46.52424297,0,4.987753386,62.65789644,73.97974619,61.09525273,57.79674727,266.2068991,323.784082,0,0,79.74922392,69.08677768,59.68671313,52.51918757,0,7.799498451,5.892018153,14.76615067,11.45277992,78.10897729,65.85741812,20.25077576,30.9132224,0
ZAF,South Africa,1996,82.5236,0,0,0,0,0,0,0,0,0,0,0,0,1.340999961,0.632000029,4.355999947,8.795999527,18.25600052,16.95000076,33.06900024,69.10700226,49.98099899,32.35900116,52.3370018,15.09899998,24.05599976,0,3.036,43.5359993,63.50899887,64.233,57.012,276.674,403.666,0,0,19.62800026,17.90699959,60.18521,44.1113,0,25.67300034,17.59199905,48.12400055,33.96300125,15.27300012,9.111000121,80.37200165,82.09300232,0
ZWE,Zimbabwe,1964,172.6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.347,0,0,54.624,51.398,292.777,347.902,0,0,0,0,51.54635,45.33723,0,0,0,0,0,0,0,0,0,0
DJI,Djibouti,2006,26.4334,0,0,0,0,0,0,0,0,0,0,0,17.8,24.08200073,6.130000114,1.19599998,3.062000036,31.79000092,37.36999893,19.35499954,32.48400116,43.30400085,43.40599823,68.96099854,40.47399902,45.07400131,0,3.739,46.83800125,73.15100098,59.861,56.965,275.758,322.321,0,0,43.33499908,45.76200104,58.04157,52.29754,0,7.328000069,5.728000164,12.09500027,10.87100029,42.1400013,42.69900036,56.66500092,54.23799896,0
ERI,Eritrea,1977,115.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.625,0,0,47.458,44.087,379.536,429.559,0,0,0,0,40.47563,34.87101,0,0,0,0,0,0,0,0,0,0
ERI,Eritrea,1997,97.91,0,0,0,0,0,0,0,0,0,0,0,0,19.4279995,6.960000038,1.088999987,2.875999928,89.21800232,78.68199921,9.343999863,4.864999771,11.97399998,68.77200317,83.98600006,65.52600098,74.09999847,0,5.67,74.43599701,89.73000336,55.359,51.803,342.302,393.59,0,0,50.13399887,52.20399857,49.81509,43.56509,0,7.609000206,6.40199995,12.21500015,10.86999989,49.04500008,49.32800007,49.86600113,47.79600143,0
GIN,Guinea,1975,179.4446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.369,0,0,39.732,37.294,415.817,476.352,0,0,0,0,32.34705,27.22171,0,0,0,0,0,0,0,0,0,0
GNB,Guinea-Bissau,1985,128.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.739,0,0,49.447,45.388,307.931,383.196,0,0,0,0,46.07895,37.89619,0,0,0,0,0,0,0,0,0,0
MDG,Madagascar,1990,149.3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.179,84.23000336,89.06199646,52.243,49.832,312.512,361.113,0,0,0,0,48.63699,43.6076,0,0,0,0,0,0,0,0,0,0
MOZ,Mozambique,1982,178.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.413,0,0,43.19,40.14,408.278,469.002,0,0,0,0,35.05478,29.50474,0,0,0,0,0,0,0,0,0,0
MRT,Mauritania,1976,115.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.638,0,0,53.345,50.601,277.016,336.495,0,0,0,0,51.5758,44.94263,0,0,0,0,0,0,0,0,0,0
NGA,Nigeria,2011,118.2752,0,0,0,0,0,36.04485,34.07294,73.74391,79.54315,26.25609,20.45685,14.1,12.57600021,9.812999725,0.635999978,1.399999976,22.02499962,42.18700028,12.67599964,63.95199966,45.13600159,47.73099899,58.02600098,20.98200035,26.31399918,0,5.802,49.53900147,60.42399979,51.997,50.577,355.68,389.086,0,0,86.63899994,76.91000366,46.02032,42.18558,0,3.651000023,3.967999935,11.16399956,8.680000305,86.00200272,75.51099777,13.36100006,23.09000015,0
SDN,Sudan,1997,110.864,0,0,0,0,0,0,0,0,0,0,0,0,29.04000092,11.41499996,1.730000019,4.520999908,52.16400147,63.23400116,14.61400032,14.47000027,22.15500069,20.8220005,67.90699768,14.80099964,35.44300079,0,5.686,28.0170002,74.93900299,59.171,55.644,257.628,325.277,0,0,54.53499985,52.92200089,58.13559,50.48447,0,25.68300057,9.383999825,42.4640007,21.15399933,52.80500031,48.40100002,45.46500015,47.07799912,0
SEN,Senegal,1967,192.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24,0,0,39.278,37.595,434.017,486.748,0,0,0,0,30.68466,26.54209,0,0,0,0,0,0,0,0,0,0
SYC,Seychelles,1967,160.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.331,264.2,0,0,0,0,69.83497,58.17467,0,0,0,0,0,0,0,0,0,0
TCD,Chad,1963,198.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.301,0,0,40.629,37.01,431.815,499.287,0,0,0,0,32.12154,26.04419,0,0,0,0,0,0,0,0,0,0
UGA,Uganda,1966,181.9136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.106,0,0,48.98,45.884,345.204,401.694,0,0,0,0,43.58612,37.76319,0,0,0,0,0,0,0,0,0,0
SLE,Sierra Leone,1969,203.4828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.465,0,0,34.655,33.006,504.282,491.964,0,0,0,0,24.30584,23.54075,0,0,0,0,0,0,0,0,0,0
AGO,Angola,1999,198.6328,0,0,0,0,0,0,0,0,0,0,0,0,13.51000023,4.511000156,3.66899991,5.21999979,47.83499908,30.30500031,16.35499954,50.32400131,53.34000015,55.68399811,63.05500031,24.8010006,28.42000008,0,6.683,74.73999786,80.92199707,48.453,43.802,344.953,418.515,0,0,81.69000244,52.34700012,43.68155,35.63897,0,25.49699974,22.07900047,57.23600006,51.86299896,78.02100182,47.12600184,18.30999947,47.65299988,0
BDI,Burundi,1996,47.52,0,0,0,0,0,0,0,0,0,0,0,0,5.143000126,2.628000021,0.430999994,1.06099999,97.05500031,88.07700348,3.548000097,2.368000031,8.375,86.27400208,84.375,74.81099701,68.20200348,0,7.236,87.26200104,86.29599762,51.138,47.862,329.906,385.939,0,0,98.45999908,91.33300018,47.03705,40.79985,0,1.133000016,2.226000071,1.820000052,4.144000053,98.03000116,90.27299666,1.539999962,8.666999817,0
CMR,Cameroon,1980,196.0602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.625,0,0,52.772,49.671,311.096,366.511,0,0,0,0,48.7371,42.7449,0,0,0,0,0,0,0,0,0,0
ERI,Eritrea,1978,115.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64,0,0,47.765,44.419,378.029,427.647,0,0,0,0,40.79919,35.2078,0,0,0,0,0,0,0,0,0,0
MOZ,Mozambique,2005,179.1138,0,0,0,0,0,0,0,0,0,0,0,0,56.4280014,12.36699963,1.024999976,6.011000156,89.43000031,67.87200165,6.605000019,10.2489996,25.52300072,66.28900147,66.99199677,46.78699875,38.2159996,0,5.736,87.05400085,82.85299683,53.022,49.619,390.674,448.119,0,0,96.73100281,83.59600067,45.88249,39.30767,0,23.85300064,19.14299965,37.89899826,39.29899979,95.70600128,77.58500195,3.269000053,16.40399933,0
MOZ,Mozambique,2012,153.745,0,0,0,0,0,0,0,0,0,0,0,0,50.66799927,10.06599999,1.062999964,6.112999916,86.29599762,62.99900055,8.147999763,13.35999966,28.85300064,62.91699982,59.95899963,46.83200073,40.89099884,0,5.472,82.97699738,75.48200226,57.854,53.798,332.646,404.802,0,0,96.50099945,81.54199982,53.05006,44.8823,0,24.17499924,20.56500053,37.84799957,39.33399963,95.43799973,75.42899895,3.499000072,18.45800018,0
MWI,Malawi,1967,191.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.179,0,0,40.055,38.721,383.8,433.144,0,0,0,0,33.86652,30.01821,0,0,0,0,0,0,0,0,0,0
NER,Niger,1990,223.6904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.772,68.13300324,90.38800049,44.217,42.835,293.441,328.516,0,0,0,0,41.88785,38.52661,0,0,0,0,0,0,0,0,0,0
NGA,Nigeria,2010,119.5004,90.85,7.35,0.6,14.9,7.06,18.7,23.3,63.4,68,36.6,32,0,10.38300037,9.079999924,0.458999991,1.131000042,19.4470005,39.53099823,13.52999973,65.64299774,46.93799973,47.34199905,58.24300003,22.12299919,27.54899979,15.3,5.839,49.20100021,60.66699982,51.561,50.148,359.82,392.538,0,0,87.18099976,78.05699921,45.39277,41.60542,25.9,3.77699995,3.996999979,11.29300022,8.682999611,86.72099781,76.9260006,12.81900024,21.94300079,0
SSA,Sub-Saharan Africa (excluding high income),1979,151.6473467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.778739009,0,0,49.56034835,46.36281189,341.3414931,403.7369581,0,0,0,0,44.27760502,37.6780489,0,0,0,0,0,0,0,0,0,0
SSA,Sub-Saharan Africa (excluding high income),1983,148.2105662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.684859704,0,0,50.72050482,47.45254964,330.8667747,394.6625743,0,0,0,0,45.90425213,39.09171554,0,0,0,0,0,0,0,0,0,0
STP,Sao Tome and Principe,1974,136.6536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.534,0,0,59.545,57.228,246.41,290.47,0,0,0,0,58.85323,53.8034,0,0,0,0,0,0,0,0,0,0
STP,Sao Tome and Principe,1999,116.0174,0,0,0,0,0,0,0,0,0,0,0,0,11.0010004,4.467999935,1.718000054,1.924999952,20.90999985,35.93199921,23.00699997,75.79699707,41.05899811,30.58099937,64.60199738,18.50900078,45.75299835,0,5.33,37.29899979,73.99299622,64.984,61.378,195.783,248.09,0,0,59.96699905,48.63899994,67.12657,60.29843,0,18.00900078,12.69099999,24.875,19.42700005,58.2490015,46.71399832,40.03300095,51.36100006,0
SYC,Seychelles,2010,60.7498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,0,77.5,69.1,96.094,247.861,0,0,0,0,85.10521,64.04352,0,0,0,0,0,0,0,0,0,0
TCD,Chad,1977,215.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.857,0,0,44.945,42.825,386.485,433.719,0,0,0,0,37.82394,33.57555,0,0,0,0,0,0,0,0,0,0
TGO,Togo,1971,145.1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.136,0,0,48.6,45.754,326.966,389.158,0,0,0,0,44.48544,38.00502,0,0,0,0,0,0,0,0,0,0
TSS,Sub-Saharan Africa (IDA & IBRD countries),2007,118.2033408,0,0,0,0,0,0,0,0,0,0,0,0,32.01841207,17.49027245,1.568140239,3.052288707,63.24909894,61.14402989,12.23611005,29.02612706,26.62009883,56.46358221,70.20196587,41.55523814,47.59673347,0,5.417876897,61.82653449,74.87563299,56.00369019,53.29199105,336.8702646,385.5805533,0,0,81.3884899,71.25852945,51.24478429,45.30114106,0,8.674362957,6.241995343,16.63462176,12.64462805,79.82046776,68.20629658,18.61151113,28.74147,0
ZMB,Zambia,1966,185.6892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.304,0,0,48.849,45.796,345.998,402.359,0,0,0,0,43.45252,37.64474,0,0,0,0,0,0,0,0,0,0
